text,label
a panchromatic review of thermal and nonthermal active galactic nuclei,1
"pluto's ultraviolet spectrum, surface reflectance, and airglow emissions",11
anisotropy in antiferromagnets,19
role of nonequilibrium conformations on driven polymer translocation,7
spatial distribution of ultradiffuse galaxies within large-scale structures,9
flux emergence event underneath a filament,18
interacting random dirac fermions in superconducting cuprates,4
testing semilocal chiral two-nucleon interaction in selected electroweak processes,14
kepler-447b: a hot-jupiter with an extremely grazing transit,11
searching for intermediate mass black holes: understanding the data first,9
bound collective modes in nonuniform superconductors,2
search for d0 - d0_bar mixing in semileptonic decay modes,5
modified stoney's equation with anisotropic substrates undergoing large deformations,7
noncommutative corrections in spectral matrix gravity,6
"monopoles, antimonopoles and vortex rings",10
an overview of canonical quantum gravity,6
aspects of multimode kerr ring-down fitting,6
plasmon-pole approximation for semiconductor quantum wire electrons,4
observed properties of extrasolar planets,11
stabilizing a novel hexagonal ru2c through lifshitz transition under pressure,19
superconformal hypermultiplets in superspace,10
lifshitz transition in triangular lattice kondo-heisenberg model,0
the embedded transparent lens and fermat's least-time principle,1
engineering the interlayer exchange coupling in magnetic trilayers,19
proton lifetime from su(5) unification in extra dimensions,3
nonlinear semiclassical 3d quantum spin,15
bes results on charmonium decays and transitions,5
universality of phase transitions of frustrated antiferromagnets,17
stability of multivacancies in graphene,19
long-range interactions and nonextensivity in ferromagnetic spin models,4
interface disorder and layer transitions in ising thin films,17
massive outflows associated with atlasgal clumps,9
multipartite entanglement witnesses,15
characterizing spiral arm and interarm star formation,9
interstellar scintillation of an extreme scintillator: pks b1144-379,9
multiwavelength spectroscopic probes: biases from neglecting light-cone effects,1
the electroweak phase transition in ultra minimal technicolor,3
physics at a fermilab proton driver,5
double phase transition in the triangular antiferromagnet ba$_3$cota$_2$o$_9$,19
nonhermitian skin clusters from strong interactions,0
nonbps branes of supersymmetric brane worlds,10
curvatons in the minimally supersymmetric standard model,3
multiple fano interferences due to waveguide-mediated phase-coupling between atoms,12
non trivial spacetime effects in a supersymmetric model,3
multichannel dynamical symmetry and cluster-coexistence,14
carrier multiplication between interacting nanocrystals for fostering silicon-based photovoltaics,19
hydromagnetic equilibrium in nonbarotropic multifluid neutron stars,18
secular dynamics around a supermassive black hole via multipole expansion,9
antid3 branes and moduli in nonlinear supergravity,10
transcis molecular photoswitching in interstellar space,9
clumpy agn outflows due to thermal instability,9
high energy transients: the millisecond domain,13
hypergeometric viable models in $f(r)$ gravity,6
transfermatrix method for second-order nonlinear processes with realistic beams,12
radiation magnetohydrodynamics simulation of protostellar collapse: two-component molecular outflow,18
cosmic absorption of ultra high energy particles,13
stain-induced band inversion and topological nontriviality in antimonene,19
a multichannel poissonian model for multiparton scatterings,3
na48 results on kaon and hyperon decays relevant to |v_us|,5
softening of the stiffness of bottlebrush polymers by mutual interaction,7
binding energy of $\lambda$ hypernuclei from realistic yn interactions,14
a test of the flavor independence \\[.1in] of strong interactions,5
quintessence reconstruction of interacting hde in a nonflat universe,1
ultra high-energy interaction of cr protons,3
nonadiabatic transitions in parabolic and superparabolic $\mathcal{pt}$-symmetric nonhermitian systems,15
is there enough star formation in simulated protoclusters?,9
intriguing magnetism of fe monolayers on hexagonal transitionmetal surfaces,19
transport of strongly correlated electrons,0
triton binding energy calculated from the su_6 quark-model nucleon-nucleon interaction,14
phase transition in annihilation-limited processes,17
quantum chaos in supersymmetric qcd at finite density,16
nonabelian lattice gauge theory with a topological action,16
effective meson-meson interaction in 2+1 dimensional lattice qed,16
nonfactorizable contribution in nonleptonic weak interactions of k mesons,3
systematics of proton emission,14
crystal structure and physical properties of euptin$_{4}$ intermetallic antiferromagnet,0
holes in a two-dimensional quantum antiferromagnet,4
a giant crater on 90 antiope?,11
postnewtonian limits and gravitational radiation from the superstring effective action,6
superconductorinsulator transition in d-wave superconductors,4
photon assisted electric field domains in semiconductor doped superlattices,4
the irradiation instability of protoplanetary disks,11
effective interaction between the interpenetrating kagome lattices in na_xcoo_2,0
mass substructure in abell 3128,1
flavor-singlet spectrum in multiflavor qcd,16
method for determining optimal supercell representation of interfaces,19
transverse energy production in ultrarelativistic heavy ion collisions,14
galaxy subgroups in galaxy clusters,1
antiprotonic helium atoms,14
the first millimeter detection of a nonaccreting ultracool dwarf,18
nongeometric fluxes as supergravity backgrounds,10
the low density transiting exoplanet wasp-15b,11
simulating the outer layers of rapidly rotating stars,18
the panchromatic circumgalactic medium,9
athena -- first production of cold antihydrogen and beyond,5
modulation sensitive search for nonvirialized dark-matter axions,1
depinning transition in type-ii superconductors,2
gelfand-dikii brackets for nonstandard supersymmetric systems,10
how planetary growth outperforms migration,11
triclinic nematic colloidal crystals from competing elastic and electrostatic interactions,7
towards optimal extraction of cosmological information from nonlinear data,1
surface instability in nodal noncentrosymmetric superconductors,2
embeddings for noncritical superstrings,10
kinetic theory for response and transport in noncentrosymmetric superconductors,2
nonlinear stochastic growth rates and redshift space distortions,1
subthreshold $\pi\pi$ interference in three-particle final states,14
the supernova -- supernova remnant connection,13
nonthermal processes in black-hole-jet magnetospheres,1
global dynamics of subsurface solar active regions,18
insulator to semimetal transition in graphene oxide,19
a definitive signal of multiple supersymmetry breaking,3
insulator-metal transition in one dimension induced by long-range electronic interactions,0
inelastic final-state interaction,3
superdeformed oblate superheavy nuclei in the self-consistent approach,14
thermodynamics of the quantum easy-plane antiferromagnet on the triangular lattice,17
spin-helical transport in normal and superconducting topological insulators,8
intersecting flavor branes,10
magnetism study on a triangular lattice antiferromagnet cu$_2$(oh)$_3$br,0
measurement of continuum dimuon production in 800-gev/c protonnucleon collisions,5
nonsymmetrized hyperspherical harmonics with realistic nn potentials,14
on the multithreaded nature of solar spicules,18
interplane transport and superfluid density in layered superconductors,2
infrared frequency combs and supercontinua for multiplex high sensitivity spectroscopy,12
structural determination of multilayer graphene via atomic moir\'{e} interferometry,19
outofsurface vortices in spherical shells,0
testing existence of antigravity,6
the hyperstable disc of ugc 8839,9
orbital selective phase transition,0
radio emission from embryonic superluminous supernova remnants,13
nonthermal distributions and energy transport in the solar flares,18
charge radii of hyperons,14
the next-to-minimal supersymmetric standard model: an overview,3
